iter	Logloss
0	0.6605069757
1	0.6314122176
2	0.6033042628
3	0.5844803511
4	0.5583112877
5	0.5342759693
6	0.5144349356
7	0.4948425579
8	0.4822334725
9	0.4669954731
10	0.457167914
11	0.4431365312
12	0.4329012137
13	0.4254187526
14	0.4182287407
15	0.4127418262
16	0.4021890487
17	0.3957804774
18	0.3876529873
19	0.3790714073
20	0.3721525584
21	0.3629437883
22	0.3556728804
23	0.3522104312
24	0.3497123727
25	0.3470715541
26	0.3444410766
27	0.33970503
28	0.3355507304
29	0.3332289999
30	0.3297015706
31	0.3267137034
32	0.3241218239
33	0.3211466398
34	0.3174985467
35	0.3146161251
36	0.3121135827
37	0.3088320609
38	0.305764216
39	0.3027492544
40	0.3013619033
41	0.3004428208
42	0.2983364715
43	0.2956748376
44	0.2936949165
45	0.2911541847
46	0.2900888614
47	0.2891391149
48	0.2875764316
49	0.2858760753
50	0.2844858574
51	0.2832555487
52	0.2814173771
53	0.2812577756
54	0.2798712622
55	0.2792528274
56	0.278355796
57	0.2774638289
58	0.2760687586
59	0.2737506382
60	0.273547536
61	0.2727793218
62	0.2710910207
63	0.2698002369
64	0.2689807766
65	0.2679785188
66	0.2669782616
67	0.265895845
68	0.2655825057
69	0.2647378056
70	0.2641085469
71	0.2631841027
72	0.2623039839
73	0.2616494977
74	0.2608993883
75	0.2600833623
76	0.2593070684
77	0.2585467111
78	0.2577615444
79	0.2571138681
80	0.2567365029
81	0.2559514601
82	0.2557568616
83	0.2550076191
84	0.2549330921
85	0.2542571046
86	0.2532797338
87	0.2530205228
88	0.2520212451
89	0.2515394637
90	0.2505319548
91	0.250205169
92	0.2498490439
93	0.249160505
94	0.2487485453
95	0.248152849
96	0.2474574511
97	0.2474093699
98	0.2467940156
99	0.2464332545
100	0.2454997335
101	0.2453214991
102	0.2448095745
103	0.2445759314
104	0.2441562029
105	0.2439819015
106	0.2437183595
107	0.2433184456
108	0.2432111833
109	0.2426860907
110	0.2423303655
111	0.2420768846
112	0.2419277943
113	0.2418086593
114	0.2416450556
115	0.2414439014
116	0.2410005312
117	0.2407821176
118	0.2406271896
119	0.2401554382
120	0.2397621488
121	0.2393433
122	0.2392561195
123	0.2389579131
124	0.2389346406
125	0.2387467677
126	0.2384117953
127	0.2380728069
128	0.2375557644
129	0.2370252777
130	0.2365875132
131	0.2361132811
132	0.2357625377
133	0.2354566417
134	0.2349123775
135	0.2345985931
136	0.2341301611
137	0.2339739677
138	0.2332744117
139	0.2325019334
140	0.2321632721
141	0.23189544
142	0.2313994521
143	0.2309179605
144	0.230651362
145	0.2305390307
146	0.2302660804
147	0.2299856298
148	0.2295975548
149	0.2293057371
150	0.2291246749
151	0.2290442796
152	0.2288403219
153	0.2286744143
154	0.2283898296
155	0.228127383
156	0.2280163231
157	0.2278509022
158	0.2276831935
159	0.2273921504
160	0.2269616016
161	0.2266730514
162	0.2263453238
163	0.2261007516
164	0.2258465595
165	0.2257564294
166	0.2256956188
167	0.2253739696
168	0.2250003702
169	0.2249730531
170	0.2247297152
171	0.2245599838
172	0.2244257981
173	0.22404814
174	0.2239112998
175	0.2238410903
176	0.2234542004
177	0.2230712492
178	0.2226584482
179	0.2225467946
180	0.2222213851
181	0.2221566447
182	0.2218006669
183	0.221391204
184	0.2210258758
185	0.2206221794
186	0.2204736046
187	0.2202878969
188	0.2198727249
189	0.2195283137
190	0.2193178688
191	0.218949925
192	0.2188794948
193	0.2184433915
194	0.2182335767
195	0.2177816376
196	0.217555524
197	0.2172674585
198	0.2171066249
199	0.2169808816
200	0.2167898212
201	0.2163330857
202	0.2163147811
203	0.2160319646
204	0.2159164332
205	0.2157077555
206	0.2152301527
207	0.215040636
208	0.2148124343
209	0.2147190679
210	0.2144160993
211	0.2141160173
212	0.213866785
213	0.2135986101
214	0.2132983032
215	0.2130431498
216	0.2128941541
217	0.2125961467
218	0.2125530593
219	0.2125058095
220	0.2122762775
221	0.2121830986
222	0.2121781615
223	0.2118824007
224	0.2115901477
225	0.2111920267
226	0.2110162718
227	0.2110041243
228	0.2109054587
229	0.2108540235
230	0.2106761502
231	0.2104783279
232	0.2102390639
233	0.2102174055
234	0.2101225332
235	0.2101184122
236	0.2098079968
237	0.2095198146
238	0.2092952712
239	0.20920381
240	0.2089756051
241	0.2085837475
242	0.2085830859
243	0.2081493887
244	0.2079339232
245	0.2078305764
246	0.2075372484
247	0.2072972002
248	0.207138693
249	0.2069681725
250	0.2065548874
251	0.2063204674
252	0.2061072356
253	0.2057973183
254	0.2056033567
255	0.2054522064
256	0.2050973599
257	0.2050256822
258	0.2047252694
259	0.2044323734
260	0.2043275662
261	0.2041136162
262	0.2040805053
263	0.2040626044
264	0.2038130507
265	0.2036450644
266	0.2034392666
267	0.2032917034
268	0.2030904112
269	0.2030538813
270	0.202894259
271	0.2026865118
272	0.2022849735
273	0.2018273211
274	0.2015942755
275	0.2015230832
276	0.2012352237
277	0.2010163525
278	0.200658437
279	0.2004421709
280	0.2003418823
281	0.2001257026
282	0.2000972257
283	0.199833104
284	0.1994515917
285	0.1993239695
286	0.1993161319
287	0.1992452797
288	0.1989136531
289	0.1989034382
290	0.198646028
291	0.1985719696
292	0.1985518797
293	0.1984288482
294	0.1984027595
295	0.1979072528
296	0.1978045457
297	0.197626601
298	0.1973118601
299	0.1971131758
300	0.1970538698
301	0.1969999656
302	0.196909341
303	0.1968487258
304	0.1963222128
305	0.1962759709
306	0.1960882581
307	0.1958500861
308	0.195740756
309	0.1953892806
310	0.195141853
311	0.1949669052
312	0.194788812
313	0.1947202939
314	0.1943699003
315	0.1942083478
316	0.1941094492
317	0.1940514758
318	0.1937576539
319	0.1936273268
320	0.1934473906
321	0.1933627988
322	0.1929311779
323	0.1928530852
324	0.1923029609
325	0.1920710012
326	0.1919983963
327	0.1917294034
328	0.19157283
329	0.1913816478
330	0.1910946986
331	0.1909548422
332	0.1908993403
333	0.1908775841
334	0.1907725508
335	0.1906589503
336	0.1903535394
337	0.1902225452
338	0.1900373342
339	0.1899372098
340	0.1897904512
341	0.1894925662
342	0.1890193274
343	0.1889437695
344	0.1889036832
345	0.1887824483
346	0.1886601967
347	0.1886167681
348	0.1883886264
349	0.1882478341
350	0.187951583
351	0.1878334248
352	0.1875878954
353	0.1875303051
354	0.1872716948
355	0.1871668422
356	0.1869660093
357	0.1869000084
358	0.1868910334
359	0.1866651676
360	0.1864814608
361	0.1863836056
362	0.1863674765
363	0.1862468039
364	0.1860005263
365	0.1858728171
366	0.1858412029
367	0.185780192
368	0.1856043574
369	0.185492823
370	0.1851716932
371	0.185163753
372	0.1849112155
373	0.1847705298
374	0.1846460576
375	0.1842617506
376	0.1840052673
377	0.1839213723
378	0.183690755
379	0.1836071037
380	0.1834746285
381	0.1834588661
382	0.1833499408
383	0.1832291578
384	0.1830143486
385	0.182837298
386	0.1826128638
387	0.1825767623
388	0.1823882667
389	0.1822286711
390	0.1820912102
391	0.1819576827
392	0.1819224746
393	0.1818692027
394	0.1817087954
395	0.1814647204
396	0.1812858081
397	0.181094544
398	0.1810871238
399	0.1809878493
400	0.1809186979
401	0.1808375889
402	0.1807734341
403	0.1806200697
404	0.1805564804
405	0.1802467814
406	0.1801151867
407	0.1800961667
408	0.1799966196
409	0.1799221496
410	0.1798999257
411	0.1798142596
412	0.1795524628
413	0.1795126073
414	0.1793194689
415	0.179017001
416	0.1788963751
417	0.1788440104
418	0.1787421148
419	0.1787000126
420	0.1786491595
421	0.1786025099
422	0.178567273
423	0.1784142248
424	0.1782901549
425	0.1782650338
426	0.1781282526
427	0.1779036954
428	0.17769126
429	0.1775595758
430	0.1774317914
431	0.1773274818
432	0.1772798023
433	0.1770754572
434	0.1770299878
435	0.176886357
436	0.1768131127
