iter	Passed	Remaining
0	38	38291
1	65	32893
2	92	30749
3	110	27577
4	126	25257
5	155	25774
6	172	24494
7	195	24256
8	212	23431
9	233	23094
10	248	22341
11	267	22024
12	294	22325
13	312	22010
14	329	21654
15	349	21495
16	367	21236
17	384	20985
18	405	20918
19	424	20779
20	443	20654
21	460	20474
22	476	20256
23	494	20104
24	516	20127
25	534	20028
26	553	19947
27	570	19817
28	588	19702
29	605	19585
30	622	19452
31	638	19301
32	655	19196
33	672	19100
34	697	19234
35	713	19115
36	729	18994
37	748	18949
38	765	18875
39	782	18780
40	800	18717
41	816	18628
42	835	18596
43	852	18512
44	870	18466
45	888	18436
46	906	18386
47	924	18340
48	944	18332
49	963	18305
50	985	18330
51	1002	18285
52	1018	18202
53	1036	18166
54	1054	18119
55	1069	18024
56	1086	17977
57	1104	17934
58	1118	17844
59	1136	17808
60	1153	17761
61	1169	17694
62	1188	17669
63	1205	17627
64	1223	17599
65	1243	17592
66	1261	17564
67	1278	17524
68	1294	17465
69	1312	17438
70	1329	17396
71	1346	17355
72	1366	17350
73	1388	17374
74	1408	17368
75	1428	17373
76	1448	17367
77	1465	17328
78	1483	17289
79	1500	17251
80	1517	17213
81	1534	17177
82	1552	17151
83	1567	17097
84	1585	17065
85	1600	17011
86	1617	16973
87	1635	16945
88	1651	16904
89	1668	16867
90	1684	16830
91	1703	16809
92	1718	16756
93	1735	16731
94	1752	16694
95	1771	16679
96	1788	16648
97	1803	16600
98	1820	16564
99	1837	16534
100	1855	16511
101	1874	16499
102	1891	16476
103	1909	16450
104	1927	16425
105	1943	16388
106	1960	16363
107	1985	16401
108	2002	16366
109	2019	16339
110	2037	16316
111	2054	16286
112	2071	16262
113	2090	16250
114	2108	16223
115	2125	16198
116	2143	16180
117	2159	16140
118	2176	16115
119	2194	16090
120	2211	16065
121	2228	16035
122	2246	16015
123	2263	15991
124	2280	15961
125	2299	15950
126	2317	15931
127	2335	15908
128	2353	15890
129	2372	15879
130	2396	15897
131	2412	15864
132	2431	15848
133	2448	15823
134	2464	15793
135	2483	15775
136	2501	15754
137	2516	15721
138	2534	15698
139	2550	15664
140	2566	15635
141	2581	15598
142	2599	15580
143	2618	15566
144	2635	15538
145	2651	15507
146	2666	15474
147	2682	15445
148	2698	15414
149	2716	15394
150	2733	15371
151	2751	15349
152	2766	15313
153	2771	15222
154	2789	15204
155	2807	15190
156	2825	15170
157	2842	15149
158	2860	15127
159	2880	15124
160	2899	15111
161	2915	15081
162	2931	15054
163	2949	15034
164	2965	15008
165	2983	14991
166	3024	15087
167	3047	15090
168	3069	15091
169	3083	15056
170	3101	15037
171	3121	15028
172	3139	15007
173	3157	14987
174	3175	14971
175	3193	14951
176	3210	14926
177	3228	14909
178	3232	14827
179	3301	15039
180	3337	15099
181	3359	15100
182	3383	15104
183	3403	15094
184	3420	15066
185	3437	15041
186	3455	15023
187	3474	15004
188	3484	14952
189	3502	14933
190	3520	14913
191	3540	14898
192	3556	14871
193	3574	14851
194	3593	14833
195	3625	14870
196	3643	14850
197	3659	14824
198	3678	14806
199	3696	14786
200	3716	14773
201	3734	14753
202	3752	14732
203	3769	14707
204	3787	14688
205	3803	14660
206	3822	14643
207	3839	14619
208	3856	14595
209	3873	14571
210	3891	14551
211	3909	14530
212	3931	14526
213	3979	14616
214	3997	14595
215	4014	14572
216	4035	14563
217	4042	14499
218	4059	14477
219	4076	14453
220	4094	14434
221	4111	14409
222	4127	14381
223	4144	14357
224	4162	14338
225	4186	14338
226	4207	14328
227	4223	14299
228	4240	14276
229	4257	14252
230	4275	14233
231	4293	14212
232	4312	14196
233	4331	14179
234	4350	14161
235	4368	14141
236	4386	14122
237	4404	14102
238	4421	14079
239	4439	14058
240	4457	14037
241	4474	14016
242	4492	13993
243	4509	13972
244	4537	13981
245	4562	13984
246	4586	13982
247	4609	13978
248	4633	13973
249	4685	14057
250	4714	14068
251	4760	14131
252	4780	14114
253	4796	14087
254	4815	14069
255	4833	14047
256	4852	14027
257	4871	14010
258	4891	13993
259	4912	13980
260	4928	13955
261	4947	13935
262	4971	13930
263	4991	13915
264	5007	13889
265	5021	13855
266	5040	13836
267	5057	13814
268	5074	13789
269	5090	13762
270	5106	13736
271	5123	13713
272	5141	13691
273	5158	13668
274	5177	13648
275	5195	13628
276	5215	13612
277	5235	13597
278	5255	13582
279	5275	13565
280	5294	13548
281	5314	13529
282	5362	13586
283	5403	13622
284	5419	13597
285	5437	13575
286	5455	13552
287	5474	13534
288	5493	13514
289	5512	13495
290	5526	13464
291	5543	13442
292	5561	13420
293	5579	13397
294	5597	13376
295	5615	13356
296	5635	13339
297	5655	13321
298	5673	13302
299	5691	13280
300	5709	13259
301	5727	13237
302	5745	13217
303	5762	13194
304	5781	13174
305	5800	13155
306	5818	13135
307	5837	13116
308	5854	13091
309	5871	13069
310	5890	13050
311	5908	13029
312	5928	13011
313	5946	12990
314	5972	12987
315	6016	13021
316	6053	13041
317	6070	13019
318	6088	12998
319	6106	12975
320	6124	12954
321	6141	12932
322	6160	12913
323	6182	12900
324	6205	12887
325	6223	12867
326	6242	12847
327	6267	12840
328	6287	12824
329	6309	12809
330	6329	12792
331	6349	12776
332	6368	12756
333	6383	12728
334	6402	12708
335	6422	12691
336	6445	12679
337	6478	12689
338	6514	12703
339	6546	12708
340	6574	12704
341	6606	12710
342	6638	12716
343	6670	12721
344	6702	12725
345	6731	12723
346	6762	12726
347	6792	12725
348	6817	12716
349	6845	12712
350	6876	12713
351	6899	12701
352	6922	12688
353	6943	12670
354	6962	12650
355	6997	12658
356	7021	12646
357	7041	12627
358	7058	12603
359	7076	12580
360	7095	12558
361	7111	12533
362	7128	12508
363	7146	12487
364	7168	12470
365	7187	12451
366	7206	12429
367	7223	12406
368	7242	12384
369	7263	12367
370	7279	12341
371	7297	12319
372	7314	12295
373	7332	12273
374	7349	12249
375	7368	12228
376	7386	12205
377	7403	12182
378	7422	12161
379	7443	12144
380	7464	12127
381	7487	12113
382	7509	12097
383	7533	12084
384	7558	12074
385	7580	12057
386	7604	12046
387	7626	12029
388	7643	12006
389	7664	11987
390	7685	11970
391	7702	11947
392	7722	11927
393	7744	11911
394	7768	11898
395	7789	11880
396	7807	11859
397	7826	11837
398	7844	11815
399	7865	11798
400	7884	11776
401	7901	11753
402	7918	11730
403	7937	11709
404	7954	11685
405	7970	11660
406	7992	11644
407	8011	11624
408	8025	11596
409	8040	11570
410	8056	11545
411	8071	11519
412	8088	11496
413	8109	11478
414	8126	11455
415	8144	11433
416	8162	11411
417	8181	11390
418	8197	11366
419	8216	11346
420	8236	11327
421	8255	11307
422	8272	11283
423	8292	11264
424	8314	11249
425	8335	11231
426	8355	11211
427	8374	11192
428	8396	11175
429	8416	11157
430	8437	11138
431	8458	11121
432	8479	11103
433	8501	11087
434	8531	11080
435	8554	11066
436	8581	11055
437	8602	11037
438	8622	11018
439	8644	11001
440	8663	10981
441	8682	10961
442	8698	10937
443	8722	10923
444	8740	10900
445	8755	10876
446	8771	10852
447	8788	10829
448	8806	10807
449	8821	10782
450	8836	10757
451	8852	10732
452	8866	10706
453	8882	10682
454	8898	10658
455	8914	10634
456	8929	10609
457	8944	10584
458	8959	10560
459	8975	10536
460	8990	10511
461	9021	10505
462	9037	10481
463	9052	10457
464	9069	10434
465	9085	10411
466	9101	10387
467	9113	10360
468	9129	10335
469	9145	10313
470	9161	10290
471	9177	10266
472	9194	10244
473	9210	10221
474	9225	10196
475	9240	10172
476	9255	10147
477	9271	10125
478	9289	10103
479	9304	10080
480	9320	10056
481	9335	10032
482	9351	10009
483	9367	9987
484	9385	9965
485	9402	9944
486	9420	9923
487	9438	9902
488	9452	9877
489	9469	9856
490	9487	9835
491	9502	9811
492	9517	9788
493	9531	9762
494	9548	9741
495	9562	9716
496	9579	9695
497	9594	9672
498	9609	9647
499	9624	9624
500	9637	9599
501	9653	9576
502	9669	9554
503	9684	9530
504	9701	9509
505	9717	9486
506	9734	9466
507	9754	9446
508	9770	9425
509	9787	9403
510	9804	9381
511	9820	9359
512	9841	9342
513	9861	9323
514	9880	9304
515	9901	9287
516	9928	9275
517	9949	9258
518	9967	9237
519	9987	9219
520	10089	9275
521	10114	9261
522	10133	9242
523	10153	9223
524	10170	9202
525	10188	9180
526	10208	9162
527	10225	9141
528	10248	9124
529	10268	9106
530	10287	9086
531	10309	9069
532	10342	9062
533	10369	9048
534	10394	9034
535	10417	9017
536	10436	8998
537	10459	8982
538	10481	8964
539	10506	8950
540	10531	8935
541	10559	8922
542	10586	8909
543	10607	8891
544	10628	8873
545	10658	8862
546	10680	8845
547	10701	8826
548	10720	8807
549	10739	8787
550	10756	8765
551	10777	8746
552	10802	8731
553	10822	8712
554	10838	8690
555	10856	8669
556	10872	8647
557	10890	8626
558	10906	8604
559	10923	8582
560	10940	8561
561	10957	8539
562	10975	8519
563	10997	8501
564	11016	8482
565	11036	8462
566	11057	8444
567	11080	8427
568	11116	8420
569	11136	8401
570	11157	8383
571	11180	8365
572	11200	8346
573	11220	8327
574	11244	8311
575	11264	8291
576	11285	8273
577	11305	8254
578	11328	8237
579	11347	8217
580	11366	8197
581	11386	8177
582	11404	8157
583	11426	8139
584	11446	8120
585	11468	8102
586	11483	8079
587	11499	8057
588	11516	8036
589	11534	8015
