iter	Logloss
0	0.6707102263
1	0.6432102224
2	0.6181160992
3	0.5934006129
4	0.5821557589
5	0.5593402684
6	0.5330161888
7	0.5140512446
8	0.4968537265
9	0.479454565
10	0.4667011779
11	0.4490322194
12	0.4394711177
13	0.4265873421
14	0.4154190827
15	0.4048336999
16	0.3939537072
17	0.3836220999
18	0.3729603885
19	0.3677901081
20	0.3605343744
21	0.3565010105
22	0.348340696
23	0.3408797759
24	0.3351691207
25	0.3270222104
26	0.3201291293
27	0.3146901901
28	0.3080378761
29	0.3027146524
30	0.2976415528
31	0.293632856
32	0.2901287769
33	0.2860788917
34	0.2817605727
35	0.2778781514
36	0.2764614132
37	0.2724645374
38	0.2700027478
39	0.2656823307
40	0.2624581905
41	0.2595092585
42	0.2589085438
43	0.2545109839
44	0.2515720502
45	0.2484781064
46	0.246843648
47	0.2444410032
48	0.2408148148
49	0.2384535768
50	0.2358861833
51	0.2334475582
52	0.2316117448
53	0.2301728826
54	0.2274339365
55	0.2257187787
56	0.2233046106
57	0.2216124297
58	0.2204138414
59	0.2193642274
60	0.2176346801
61	0.215148896
62	0.2142194006
63	0.2132193306
64	0.2123053231
65	0.2100538352
66	0.2086389276
67	0.2071273856
68	0.2052347927
69	0.2042537233
70	0.2033581411
71	0.2028355031
72	0.202404367
73	0.2004269462
74	0.1996088161
75	0.1978642246
76	0.197533883
77	0.1968280765
78	0.1963864909
79	0.1953860254
80	0.1940963481
81	0.1927746498
82	0.19141116
83	0.1907886064
84	0.1882872387
85	0.1870020681
86	0.186239274
87	0.1849194319
88	0.1832987774
89	0.1820593701
90	0.1815109614
91	0.1806862851
92	0.1788030481
93	0.1780903434
94	0.1756961713
95	0.1746339953
96	0.1741401342
97	0.1733383961
98	0.1726349978
99	0.172209463
100	0.172052104
101	0.1720114979
102	0.171389034
103	0.1712843735
104	0.1704746339
105	0.1703356749
106	0.1694822218
107	0.1687919719
108	0.1682147072
109	0.1665612327
110	0.1661048131
111	0.1655047308
112	0.1642656106
113	0.1640246462
114	0.163166062
115	0.1620452995
116	0.1617341908
117	0.1610891642
118	0.1603965786
119	0.1590801599
120	0.157790335
121	0.1570412665
122	0.1564189485
123	0.1548188884
124	0.15397697
125	0.1534763273
126	0.1528597679
127	0.1524049242
128	0.1518387443
129	0.1511320435
130	0.1505186693
131	0.1498976896
132	0.149410826
133	0.1487909031
134	0.1477900131
135	0.1465597484
136	0.1464748045
137	0.1460503272
138	0.1451350557
139	0.1443203513
140	0.1439231711
141	0.1430642927
142	0.1426395893
143	0.1422792065
144	0.1417636029
145	0.1404516328
146	0.1393312497
147	0.1385329832
148	0.1381836376
149	0.1377854914
150	0.136699983
151	0.1358917348
152	0.1347587453
153	0.1341435411
154	0.13381463
155	0.133555354
156	0.1330957579
157	0.1330957525
158	0.1322121565
159	0.1314812719
160	0.1314461711
161	0.130602733
162	0.1300942067
163	0.1291284891
164	0.1285884025
165	0.1283798105
166	0.1279933259
167	0.1275093497
168	0.1272864147
169	0.1270869166
170	0.126573746
171	0.1260158622
172	0.1252683354
173	0.1246631657
174	0.1244442753
175	0.1243290289
176	0.1241377168
177	0.1236029085
178	0.1230559831
179	0.1228062445
180	0.1227095797
181	0.122634845
182	0.122063567
183	0.121705809
184	0.1207979975
185	0.1202553296
186	0.1198121364
187	0.1197233521
188	0.1192858743
189	0.1189450789
190	0.1182002371
191	0.1172844649
192	0.1172842873
193	0.1172627746
194	0.1164209182
195	0.1156735628
196	0.1147126882
197	0.1142850052
198	0.113466161
199	0.11315068
200	0.1125858468
201	0.1123201826
202	0.1121371493
203	0.1117780098
204	0.1116360218
205	0.1115251027
206	0.1109639443
207	0.1106791769
208	0.1104782754
209	0.1101874011
210	0.1094276832
211	0.1091315452
212	0.1089986707
213	0.1087303388
214	0.107878931
215	0.1075233706
216	0.1073275643
217	0.1070787288
218	0.1068850152
219	0.1063216947
220	0.1063073447
221	0.1058816792
222	0.1051824244
223	0.1050779421
224	0.1047631966
225	0.1035653993
226	0.1030715775
227	0.1025890902
228	0.102533843
229	0.1024666612
230	0.1020849014
