iter	Passed	Remaining
672	5881	2857
673	5948	2877
674	5998	2888
675	6008	2879
676	6015	2870
677	6026	2861
678	6259	2959
679	6300	2964
680	6322	2961
681	6338	2955
682	6349	2946
683	6359	2937
684	6367	2928
685	6383	2922
686	6393	2912
687	6401	2903
688	6408	2892
689	6414	2881
690	6422	2871
691	6427	2860
692	6435	2851
693	6442	2840
694	6448	2830
695	6455	2819
696	6460	2808
697	6467	2798
698	6475	2788
699	6486	2780
700	6495	2770
701	6501	2760
702	6510	2750
703	6519	2740
704	6526	2730
705	6536	2722
706	6552	2715
707	6564	2707
708	6578	2700
709	6586	2690
710	6601	2683
711	6613	2674
712	6624	2666
713	6636	2658
714	6649	2650
715	6658	2641
716	6667	2631
717	6677	2622
718	6683	2612
719	6691	2602
720	6698	2591
721	6706	2582
722	6714	2572
723	6726	2564
724	6743	2557
725	6751	2548
726	6761	2538
727	6770	2529
728	6777	2519
729	6786	2510
730	6796	2500
731	6809	2493
732	6828	2487
733	6842	2479
734	6862	2474
735	6877	2466
736	6899	2462
737	6919	2456
738	6932	2448
739	6950	2442
740	6970	2436
741	6992	2431
742	7155	2474
743	7172	2467
744	7190	2461
745	7297	2484
746	7312	2476
747	7362	2480
748	7400	2480
749	7421	2473
750	7432	2464
751	7445	2455
752	7461	2447
753	7472	2437
754	7486	2429
755	7497	2419
756	7505	2409
757	7526	2402
758	7542	2395
759	7553	2385
760	7568	2376
761	7580	2367
762	7597	2359
763	7612	2351
764	7621	2341
765	7630	2330
766	7638	2320
767	7655	2312
768	7664	2302
769	7674	2292
770	7687	2283
771	7698	2273
772	7715	2265
773	7725	2255
774	7734	2245
775	7742	2234
776	7747	2223
777	7756	2213
778	7767	2203
779	7773	2192
780	7785	2183
781	7794	2172
782	7804	2162
783	7816	2153
784	7825	2143
785	7839	2134
786	7851	2124
787	7864	2115
788	7881	2107
789	7898	2099
790	7912	2090
791	7924	2081
792	7932	2070
793	7946	2061
794	7963	2053
795	7978	2044
796	7991	2035
797	8001	2025
798	8017	2017
799	8034	2008
800	8046	1999
801	8057	1989
802	8082	1982
803	8117	1978
804	8128	1968
805	8363	2012
806	8376	2003
807	8395	1994
808	8416	1987
809	8432	1978
810	8452	1969
811	8475	1962
812	8492	1953
813	8505	1943
814	8514	1932
815	8522	1921
816	8534	1911
817	8542	1900
818	8552	1890
819	8558	1878
820	8568	1868
821	8577	1857
822	8588	1847
823	8597	1836
824	8605	1825
825	8612	1814
826	8619	1803
827	8627	1792
828	8635	1781
829	8647	1771
830	8663	1761
831	8673	1751
832	8681	1740
833	8689	1729
834	8698	1718
835	8713	1709
836	8722	1698
837	8732	1688
838	8738	1676
839	8745	1665
840	8752	1654
841	8764	1644
842	8772	1633
843	8779	1622
844	8787	1611
845	8797	1601
846	8810	1591
847	8818	1580
848	8825	1569
849	8834	1559
850	8841	1548
851	8850	1537
852	8861	1527
853	8871	1516
854	8879	1505
855	8888	1495
856	8896	1484
857	8904	1473
858	8914	1463
859	8925	1452
860	8932	1441
861	8937	1430
862	8947	1420
863	8957	1410
864	8967	1399
865	8975	1388
866	8982	1377
867	8989	1367
868	8997	1356
869	9004	1345
870	9011	1334
871	9018	1323
872	9026	1313
873	9033	1302
874	9042	1291
875	9052	1281
876	9059	1270
877	9074	1260
878	9083	1250
879	9092	1239
880	9102	1229
881	9113	1219
882	9122	1208
883	9133	1198
884	9141	1187
885	9151	1177
886	9160	1166
887	9176	1157
888	9183	1146
889	9191	1136
890	9199	1125
891	9210	1115
892	9228	1105
893	9238	1095
894	9245	1084
895	9252	1073
896	9262	1063
897	9270	1052
898	9277	1042
899	9284	1031
900	9291	1020
901	9301	1010
902	9307	999
903	9314	989
904	9322	978
905	9329	967
906	9343	958
907	9460	958
908	9467	947
909	9479	937
910	9487	926
911	9491	915
912	9507	905
913	9521	895
914	9532	885
915	9544	875
916	9557	865
917	9567	854
918	9575	844
919	9587	833
920	9593	822
921	9602	812
922	9607	801
923	9614	790
924	9620	780
925	9627	769
926	9635	758
927	9648	748
928	9658	738
929	9666	727
930	9674	717
931	9682	706
932	9689	695
933	9698	685
934	9707	674
935	9719	664
936	9730	654
937	9741	643
938	9753	633
939	9766	623
940	9774	612
941	9785	602
942	9799	592
943	9811	582
944	9820	571
945	9828	561
946	9833	550
947	9843	539
948	9850	529
949	9856	518
950	9863	508
951	9872	497
952	9878	487
953	9885	476
954	9895	466
955	9908	456
956	9924	445
957	9930	435
958	9939	424
959	9950	414
960	9963	404
961	9979	394
962	9986	383
963	9996	373
964	10007	362
965	10018	352
966	10028	342
967	10039	331
968	10047	321
969	10055	310
970	10062	300
971	10071	290
972	10086	279
973	10094	269
974	10110	259
975	10123	248
976	10132	238
977	10139	228
978	10147	217
979	10155	207
980	10161	196
981	10168	186
982	10176	175
983	10185	165
984	10192	155
985	10200	144
986	10207	134
987	10215	124
988	10224	113
989	10234	103
990	10243	93
991	10250	82
992	10257	72
993	10262	61
994	10270	51
995	10281	41
996	10293	30
997	10312	20
998	10322	10
999	10332	0
