iter	Passed	Remaining
401	1818	2705
402	1824	2702
403	1830	2700
404	1835	2696
405	1841	2693
406	1862	2713
407	1867	2709
408	1873	2707
409	1879	2705
410	1884	2700
411	1888	2694
412	1892	2690
413	1897	2685
414	1902	2681
415	1907	2678
416	1913	2674
417	1917	2670
418	1923	2667
419	1928	2663
420	1934	2660
421	1939	2656
422	1944	2652
423	1949	2648
424	1955	2645
425	1960	2642
426	1966	2638
427	1971	2634
428	1976	2630
429	1981	2626
430	1987	2623
431	1991	2618
432	1996	2614
433	2001	2610
434	2005	2605
435	2012	2602
436	2018	2600
437	2023	2596
438	2028	2591
439	2031	2586
440	2036	2580
441	2040	2576
442	2044	2571
443	2048	2565
444	2054	2561
445	2059	2558
446	2065	2555
447	2070	2550
448	2074	2546
449	2079	2541
450	2083	2536
451	2089	2533
452	2093	2527
453	2097	2523
454	2102	2518
455	2106	2513
456	2111	2509
457	2116	2504
458	2121	2500
459	2126	2496
460	2131	2492
461	2136	2488
462	2140	2483
463	2145	2478
464	2149	2473
465	2155	2469
466	2158	2463
467	2161	2457
468	2165	2452
469	2169	2445
470	2172	2439
471	2175	2433
472	2178	2426
473	2181	2421
474	2185	2415
475	2188	2409
476	2192	2403
477	2196	2398
478	2200	2393
479	2204	2388
480	2209	2383
481	2213	2379
482	2218	2374
483	2222	2369
484	2226	2364
485	2230	2359
486	2235	2354
487	2240	2350
488	2245	2346
489	2250	2341
490	2253	2336
491	2258	2331
492	2262	2327
493	2267	2322
494	2273	2319
495	2278	2314
496	2282	2309
497	2286	2305
498	2292	2301
499	2296	2296
500	2302	2293
501	2309	2290
502	2314	2286
503	2319	2282
504	2324	2278
505	2329	2273
506	2333	2269
507	2338	2264
508	2343	2260
509	2347	2255
510	2351	2250
511	2356	2245
512	2360	2241
513	2365	2236
514	2369	2231
515	2373	2226
516	2378	2222
517	2384	2218
518	2388	2213
519	2392	2208
520	2397	2203
521	2401	2199
522	2407	2195
523	2411	2190
524	2416	2186
525	2420	2181
526	2424	2176
527	2429	2171
528	2433	2167
529	2438	2162
530	2444	2158
531	2448	2154
532	2452	2148
533	2457	2144
534	2463	2141
535	2467	2135
536	2470	2130
537	2474	2124
538	2477	2119
539	2480	2113
540	2483	2107
541	2486	2101
542	2490	2096
543	2493	2090
544	2496	2084
545	2499	2078
546	2504	2073
547	2507	2068
548	2511	2063
549	2514	2057
550	2517	2051
551	2522	2046
552	2525	2041
553	2528	2035
554	2531	2029
555	2534	2024
556	2538	2018
557	2542	2013
558	2545	2008
559	2550	2003
560	2555	1999
561	2559	1994
562	2564	1990
563	2568	1985
564	2572	1980
565	2577	1976
566	2580	1970
567	2584	1965
568	2589	1961
569	2594	1957
570	2600	1953
571	2603	1947
572	2606	1942
573	2611	1937
574	2615	1933
575	2620	1928
576	2624	1923
577	2628	1919
578	2633	1914
579	2638	1910
580	2644	1907
581	2649	1902
582	2654	1898
583	2660	1894
584	2665	1890
585	2669	1885
586	2673	1881
587	2678	1876
588	2682	1871
589	2687	1867
590	2690	1862
591	2694	1856
592	2697	1851
593	2700	1846
594	2704	1840
595	2707	1835
596	2710	1829
597	2715	1825
598	2721	1821
599	2726	1817
600	2731	1813
601	2738	1810
602	2742	1805
603	2747	1801
604	2753	1797
605	2758	1793
606	2763	1788
607	2768	1784
608	2773	1780
609	2778	1776
610	2783	1771
611	2787	1767
612	2792	1762
613	2824	1775
614	2828	1770
615	2832	1765
616	2837	1761
617	2842	1757
618	2849	1753
619	2855	1750
620	2862	1746
621	2867	1742
622	2873	1738
623	2880	1735
624	2885	1731
625	2890	1726
626	2895	1722
627	2900	1718
628	2905	1713
629	2911	1710
630	2916	1705
631	2922	1701
632	2927	1697
633	2933	1693
634	2940	1690
635	2946	1686
636	2951	1682
637	2957	1677
638	2961	1673
639	2966	1668
640	2971	1664
641	2975	1659
642	2980	1654
643	2986	1650
644	2990	1646
645	2995	1641
646	3000	1637
647	3005	1632
648	3009	1627
649	3014	1623
650	3019	1618
651	3024	1614
652	3028	1609
653	3031	1604
654	3035	1599
655	3040	1594
656	3044	1589
657	3047	1584
658	3052	1579
659	3057	1574
660	3062	1570
661	3065	1565
662	3068	1559
663	3072	1554
664	3076	1549
665	3080	1544
666	3084	1539
667	3088	1535
668	3092	1530
669	3096	1525
670	3099	1519
671	3104	1515
672	3107	1509
673	3112	1505
674	3116	1500
675	3119	1494
676	3123	1490
677	3126	1484
678	3130	1479
679	3134	1474
680	3138	1470
681	3142	1465
682	3146	1460
683	3149	1454
684	3152	1449
685	3156	1444
686	3161	1440
687	3166	1436
688	3172	1431
689	3175	1426
690	3179	1421
691	3182	1416
692	3186	1411
693	3190	1406
694	3194	1401
695	3199	1397
696	3203	1392
697	3207	1387
698	3212	1383
699	3216	1378
700	3221	1374
701	3226	1369
702	3232	1365
703	3237	1361
704	3242	1356
705	3246	1352
706	3250	1347
707	3255	1342
708	3259	1337
709	3263	1332
710	3268	1328
711	3273	1323
712	3277	1319
713	3281	1314
714	3285	1309
715	3290	1305
716	3295	1300
717	3300	1296
718	3305	1291
719	3309	1287
720	3313	1282
721	3317	1277
722	3322	1272
723	3327	1268
724	3331	1263
725	3335	1258
726	3338	1253
727	3343	1249
728	3348	1244
729	3353	1240
730	3358	1235
731	3364	1231
732	3369	1227
733	3375	1223
734	3379	1218
735	3384	1214
736	3389	1209
737	3394	1205
738	3400	1200
739	3405	1196
740	3410	1192
741	3415	1187
742	3419	1182
743	3423	1178
744	3427	1173
745	3432	1168
746	3435	1163
747	3438	1158
748	3441	1153
749	3445	1148
750	3448	1143
751	3451	1138
752	3456	1133
753	3461	1129
754	3466	1124
755	3470	1120
756	3474	1115
757	3478	1110
758	3483	1106
759	3488	1101
760	3492	1096
761	3495	1091
762	3499	1087
763	3504	1082
764	3508	1077
765	3512	1073
766	3515	1068
767	3519	1063
768	3523	1058
769	3527	1053
770	3530	1048
771	3533	1043
772	3537	1038
773	3540	1033
774	3543	1028
775	3547	1023
776	3551	1019
777	3554	1014
778	3558	1009
779	3561	1004
780	3566	1000
781	3572	995
782	3577	991
783	3583	987
784	3589	982
785	3593	978
786	3597	973
787	3602	969
788	3606	964
789	3611	960
790	3617	955
791	3622	951
792	3627	946
793	3633	942
794	3638	938
795	3643	933
796	3649	929
797	3654	924
798	3658	920
799	3664	916
800	3669	911
801	3675	907
802	3681	903
803	3686	898
804	3692	894
805	3697	889
806	3702	885
807	3707	880
808	3712	876
809	3717	872
810	3722	867
811	3727	862
812	3732	858
813	3736	853
814	3742	849
815	3747	845
816	3756	841
817	3784	842
818	3790	837
819	3796	833
820	3802	829
821	3809	824
822	3815	820
823	3821	816
824	3825	811
825	3830	806
826	3834	802
827	3838	797
828	3843	792
829	3849	788
830	3854	783
831	3859	779
832	3866	775
833	3872	770
834	3879	766
835	3886	762
836	3891	757
837	3897	753
838	3902	748
839	3909	744
840	3914	740
841	3919	735
842	3924	730
843	3930	726
844	3935	721
845	3941	717
846	3946	712
847	3951	708
848	3957	703
849	3962	699
850	3967	694
851	3973	690
852	3978	685
853	3983	681
854	3990	676
855	3995	672
856	4000	667
857	4007	663
858	4011	658
859	4016	653
860	4022	649
861	4027	644
862	4032	640
863	4037	635
864	4042	630
865	4048	626
866	4053	621
867	4058	617
868	4063	612
869	4067	607
870	4072	603
871	4076	598
872	4082	593
873	4087	589
874	4091	584
875	4097	579
876	4102	575
877	4106	570
878	4111	566
879	4116	561
880	4121	556
881	4126	552
882	4132	547
883	4137	542
884	4143	538
885	4148	533
886	4153	529
887	4158	524
888	4162	519
889	4167	515
890	4172	510
891	4178	505
892	4183	501
893	4189	496
894	4194	492
895	4199	487
896	4205	482
897	4210	478
898	4215	473
899	4221	469
900	4227	464
901	4232	459
902	4237	455
903	4243	450
904	4248	445
905	4253	441
906	4258	436
907	4263	432
908	4268	427
909	4273	422
910	4278	417
911	4283	413
912	4287	408
913	4292	403
914	4297	399
915	4302	394
916	4307	389
917	4314	385
918	4319	380
919	4325	376
920	4330	371
921	4335	366
922	4339	361
923	4342	357
924	4345	352
925	4348	347
926	4351	342
927	4354	337
928	4358	333
929	4361	328
930	4366	323
931	4370	318
932	4374	314
933	4377	309
934	4381	304
935	4384	299
936	4388	295
937	4391	290
938	4393	285
939	4397	280
940	4400	275
941	4404	271
942	4407	266
943	4410	261
944	4413	256
945	4417	252
946	4420	247
947	4425	242
948	4429	238
949	4433	233
950	4436	228
951	4440	223
952	4444	219
953	4448	214
954	4451	209
955	4455	205
956	4460	200
957	4465	195
958	4468	191
959	4472	186
960	4475	181
961	4479	176
962	4482	172
963	4486	167
964	4491	162
965	4496	158
966	4500	153
967	4505	148
968	4510	144
969	4515	139
970	4520	135
971	4526	130
972	4531	125
973	4535	121
974	4541	116
975	4546	111
976	4550	107
977	4555	102
978	4560	97
979	4564	93
980	4570	88
981	4575	83
982	4579	79
983	4583	74
984	4589	69
985	4593	65
986	4597	60
987	4600	55
988	4604	51
989	4609	46
990	4614	41
991	4620	37
992	4625	32
993	4630	27
994	4635	23
995	4641	18
996	4645	13
997	4651	9
998	4656	4
999	4661	0
