iter	Logloss
0	0.6724494923
1	0.6493031675
2	0.6350718326
3	0.6119527123
4	0.5966746679
5	0.5786133296
6	0.562544204
7	0.5482750262
8	0.533394621
9	0.5205213499
10	0.5094276738
11	0.4949161459
12	0.4826068036
13	0.4672505617
14	0.4523019821
15	0.4394750771
16	0.4284605212
17	0.4185939233
18	0.4115466812
19	0.4035811001
20	0.3959445418
21	0.3900640144
22	0.3801204238
23	0.3717934004
24	0.3638115965
25	0.356821047
26	0.3497387379
27	0.3417507234
28	0.3358165955
29	0.3315878189
30	0.3254118828
31	0.3219663659
32	0.3157504277
33	0.3100451972
34	0.3079035335
35	0.3021190833
36	0.2989332144
37	0.2929718567
38	0.2914179244
39	0.2881658833
40	0.2843484884
41	0.2808264848
42	0.2781676876
43	0.2756807671
44	0.2731327709
45	0.2709649012
46	0.2687303686
47	0.2655821874
48	0.2635605627
49	0.2610224974
50	0.2592154823
51	0.2544533417
52	0.2520587826
53	0.2498018262
54	0.2488635962
55	0.2471592427
56	0.2442790768
57	0.2420345185
58	0.2404427291
59	0.238462342
60	0.236398686
61	0.2341602912
62	0.2318947489
63	0.2298670584
64	0.2282909066
65	0.226639404
66	0.2247580636
67	0.2235192318
68	0.2224847788
69	0.2214233308
70	0.2205300112
71	0.219495986
72	0.2169537001
73	0.2150597543
74	0.2141329166
75	0.2133417088
76	0.2114842319
77	0.2097649194
78	0.2081748261
79	0.2074232067
80	0.2059764148
81	0.2049970179
82	0.2030093069
83	0.2016351319
84	0.2004405724
85	0.1991259891
86	0.1983647072
87	0.1972969014
88	0.1955794768
89	0.193637243
90	0.1926573776
91	0.1910544073
92	0.1907688665
93	0.1893597185
94	0.1888145687
95	0.1882995344
96	0.1879515318
97	0.1866780694
98	0.1865687779
99	0.1857641384
100	0.1849877215
101	0.183825719
102	0.1834590904
103	0.1818258846
104	0.1814771374
105	0.1800723106
106	0.1787630847
107	0.1774496209
108	0.1768646638
109	0.1759259975
110	0.1753342109
111	0.1740941933
112	0.1736866711
113	0.1730348135
114	0.1729630367
115	0.1721939595
116	0.1719652288
117	0.1717943495
118	0.1709497674
119	0.1704118741
120	0.1695246243
121	0.1687000623
122	0.1678589268
123	0.1671788804
124	0.1666369969
125	0.1661400641
126	0.1654084056
127	0.1639911046
128	0.1636384977
129	0.1630884942
130	0.1622174563
131	0.1604968519
132	0.1600993428
133	0.1592005517
134	0.1591389136
135	0.1590490121
136	0.1586326305
137	0.1582727308
138	0.1576881332
139	0.1575647898
140	0.1567339776
141	0.1564233737
142	0.1554972225
143	0.1544619139
144	0.1536349993
145	0.1532406944
146	0.1527269218
147	0.1523354211
148	0.1520969713
149	0.1515572318
150	0.1510275944
151	0.1501430759
152	0.149367254
153	0.1488382751
154	0.1484253001
155	0.148375977
156	0.1478324892
157	0.1476300619
158	0.1472486246
159	0.1466330725
160	0.146018063
161	0.1454658114
162	0.1454243113
163	0.1448795241
164	0.1447037386
165	0.1442065513
166	0.1439878937
167	0.1433763901
168	0.1431296036
169	0.1427451118
170	0.1419808097
171	0.1416513508
172	0.1412550006
173	0.1407652718
174	0.1401261522
175	0.1399242795
176	0.1396783009
177	0.1388976452
178	0.138210565
179	0.1373207154
180	0.1371577508
181	0.1364941381
182	0.1359029491
183	0.1356467201
184	0.1351509402
185	0.1350690184
186	0.1343463594
187	0.1337172769
188	0.1334102741
189	0.1332072565
190	0.1325309963
191	0.1323230202
192	0.1318814002
193	0.131337503
194	0.1308681947
195	0.1308319538
196	0.1307021709
197	0.1301986928
198	0.12906663
199	0.12901547
200	0.1284325346
201	0.1276345085
202	0.1271332386
203	0.1266550176
204	0.1260266751
205	0.12563599
206	0.1251087619
207	0.1243256281
208	0.1232983702
209	0.1232409695
210	0.1229192088
211	0.1225733428
212	0.1223601476
213	0.1219665676
214	0.1216003596
215	0.1211016037
216	0.1210609843
217	0.1208132612
218	0.1207581882
219	0.1205017202
220	0.1202815764
221	0.1201356495
222	0.1199132228
223	0.119663365
224	0.1190482755
225	0.1182287761
226	0.1178087759
227	0.1173656435
228	0.1173256663
229	0.1169088962
230	0.116055879
231	0.1151034502
232	0.114377459
233	0.1140360951
234	0.1135152341
235	0.1130207865
236	0.1121923325
237	0.1120201375
238	0.1117803621
239	0.1117215816
240	0.1107818752
241	0.1106928308
242	0.1105014336
243	0.1104503443
244	0.1103033502
245	0.1098283707
246	0.1096345504
247	0.1093147118
248	0.1088051486
249	0.1083491247
250	0.1079436478
251	0.1073785953
252	0.1068829046
253	0.1058611638
254	0.1057750524
255	0.1056604175
256	0.1054119103
257	0.1048138521
258	0.1043973215
259	0.1041767099
260	0.1039478535
261	0.1037260207
262	0.1031883755
263	0.1031375692
264	0.1031018315
265	0.1030308503
266	0.1024341778
267	0.1021403748
268	0.1018590544
269	0.1009505402
